MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
4,4,1,1000-1059,3,2,73,128,American Airlines Inc.,22914,74131,11638,2907365,11744595,9.82082928995461e-05,0.00017728721959309724,20,Dallas Fort Worth Regional,32.894,-97.03,Northwest Florida Regional,0.2,0.0,0.0,71.0,12.75,0.20460428811382275,0.18786731291566006,0.171316644372253,0.14777310187620551
2,2,0,0800-0859,4,1,41,178,Spirit Air Lines,20700,13447,480,2907365,2688839,9.173723925704242e-06,0.00012465107307156237,7,Dallas Fort Worth Regional,32.894,-97.03,NONE,0.0,0.0,0.0,76.0,12.53,0.1938412041824658,0.18786731291566006,0.20574501515922722,0.13273326015367728
6,2,0,1600-1659,4,4,22,175,Southwest Airlines Co.,11645,112879,3371,1823051,13382999,6.178236301460919e-05,9.889412309998219e-05,1,Orlando International,28.432,-81.325,William P Hobby,0.0,0.0,0.0,96.0,6.49,0.2597746164719308,0.3443995381062356,0.23238814664486912,0.32778964972591285
1,6,1,1400-1459,1,4,54,76,Mesa Airlines Inc.,14501,17869,2650,1690031,1191889,0.0,9.131157116170832e-05,3,Houston Intercontinental,29.983,-95.34,Dallas Fort Worth Regional,0.0,0.0,0.0,82.0,10.96,0.16515121565526783,0.17851147174034696,0.14417634792969913,0.21071528490161334
12,4,0,1300-1359,10,2,30,173,United Air Lines Inc.,13645,51152,4432,1908862,8501631,0.00025380424062159367,0.00022898547349326266,11,San Francisco International,37.619,-122.375,Washington Dulles International,0.0,0.0,0.0,58.0,6.93,0.19380849532037436,0.1654210264075735,0.18161763307532852,0.22320712904898865
6,6,0,1500-1559,5,3,3,76,Endeavor Air Inc.,3386,21319,20,401950,1212846,0.0,9.351277617445623e-05,12,San Antonio International,29.533,-98.469,Detroit Metro Wayne County,0.0,0.0,0.0,91.0,8.5,0.2544042748601486,0.20273184759166069,0.23068835866640533,0.29222994860277285
8,1,0,1800-1859,9,4,24,186,Frontier Airlines Inc.,11384,12252,1080,1823051,1857122,0.00011572564827677376,7.134694872433899e-06,1,Orlando International,28.432,-81.325,Dallas Fort Worth Regional,0.15,0.0,0.0,89.0,6.04,0.2839974699557242,0.23468903307485361,0.181217245220313,0.30838624917889207
11,7,0,1600-1659,2,5,21,76,Endeavor Air Inc.,9943,20783,1567,1680928,1212846,0.0,9.351277617445623e-05,6,John F. Kennedy International,40.639,-73.777,Raleigh-Durham International,0.0,0.0,0.0,52.0,7.83,0.12111139521009119,0.13009607894053493,0.11388531555763458,0.17614567242428497
7,2,0,1900-1959,3,6,80,149,Delta Air Lines Inc.,35086,90457,21769,4365661,12460183,0.0001441658849878598,0.0001486602009422039,28,Atlanta Municipal,33.641,-84.427,Jacksonville International,0.16,0.0,0.0,84.0,10.51,0.19021873914984375,0.22276502198339032,0.20201193470140924,0.35212814645308926
10,2,0,1800-1859,2,5,82,128,American Airlines Inc.,25833,80161,13048,2907365,11744595,9.82082928995461e-05,0.00017728721959309724,4,Dallas Fort Worth Regional,32.894,-97.03,Pensacola Regional,0.0,0.0,0.0,72.0,4.7,0.17208213717566603,0.18786731291566006,0.1350905059210216,0.22621527008463685
11,2,0,1600-1659,4,3,23,175,Southwest Airlines Co.,10968,108130,1310,955406,13382999,6.178236301460919e-05,9.889412309998219e-05,7,Ronald Reagan Washington National,38.852,-77.037,Dallas Love Field,0.0,0.0,0.0,65.0,3.13,0.1730562327209337,0.20702267739575714,0.15312997191176758,0.17614567242428497
9,4,0,0600-0659,5,1,9,76,Mesa Airlines Inc.,1565,18551,51,148882,1191889,0.0,9.131157116170832e-05,4,Kent County,42.881,-85.524,NONE,0.01,0.0,0.0,74.0,2.24,0.1594437565482427,0.18786731291566006,0.16732145635599813,0.0555623596652378
4,5,0,0800-0859,8,1,52,191,Delta Air Lines Inc.,13176,81803,5140,1486066,12460183,0.0001441658849878598,0.0001486602009422039,0,Detroit Metro Wayne County,42.217,-83.344,NONE,0.47,0.0,0.0,63.0,15.66,0.13955758569244653,0.18786731291566006,0.2324257329873349,0.10659742258126563
7,6,0,0800-0859,1,3,8,123,Hawaiian Airlines Inc.,4753,7329,3031,719055,905990,0.00012049421761126928,0.00019784966571132842,18,Honolulu International,21.319,-157.922,Lihue Airport,0.0,0.0,0.0,75.0,6.49,0.08731501057082452,0.07349665924276169,0.20331257623419144,0.11304974765681326
10,3,0,1200-1259,5,3,7,186,Frontier Airlines Inc.,4055,12581,297,364314,1857122,0.00011572564827677376,7.134694872433899e-06,1,Cincinnati/Northern Kentucky International,39.048,-84.669,LaGuardia,0.0,0.0,0.0,76.0,3.13,0.254606995110944,0.2334710743801653,0.15751080971785858,0.16448152562574495
2,6,0,1300-1359,4,2,23,66,SkyWest Airlines Inc.,20700,56790,1498,2907365,3472966,3.419267401443636e-05,9.900278805864171e-05,14,Dallas Fort Worth Regional,32.894,-97.03,Lawton-Fort Sill Regional,0.0,0.0,0.0,67.0,8.28,0.23924894003634162,0.18786731291566006,0.16393883923764402,0.2464869187707072
5,2,0,1700-1759,1,5,28,76,"Midwest Airline, Inc.",14570,27470,2902,1208249,1529740,1.25293581928874e-06,0.00012382274422796983,11,LaGuardia,40.779,-73.876,Ronald Reagan Washington National,0.19,0.0,0.0,71.0,9.17,0.16741779335670173,0.18256197337892294,0.1908767011272706,0.2798911956478259
9,4,0,1800-1859,5,4,21,181,American Airlines Inc.,12203,76533,622,1960746,11744595,9.82082928995461e-05,0.00017728721959309724,2,Seattle International,47.447,-122.306,Phoenix Sky Harbor International,0.04,0.0,0.0,70.0,3.58,0.15382995021064727,0.14026767836442197,0.16732145635599813,0.20512938153789687
2,7,0,0900-0959,2,3,5,50,SkyWest Airlines Inc.,2006,56790,378,259669,3472966,3.419267401443636e-05,9.900278805864171e-05,19,Hollywood-Burbank Midpoint,34.2,-118.358,San Francisco International,0.0,0.0,3.1,35.0,4.92,0.23924894003634162,0.2683764879126273,0.19104526288815896,0.16168924466338258
9,7,0,1700-1759,6,3,24,180,Frontier Airlines Inc.,9403,11895,894,1823051,1857122,0.00011572564827677376,7.134694872433899e-06,3,Orlando International,28.432,-81.325,Logan International,0.0,0.0,0.0,90.0,11.86,0.2035243475921442,0.14415675297410777,0.12687625287243925,0.18920765027322403
11,6,1,0800-0859,3,1,25,109,Delta Air Lines Inc.,9031,79989,3937,1065782,12460183,0.0001441658849878598,0.0001486602009422039,1,Salt Lake City International,40.784,-111.967,NONE,0.0,0.0,0.0,62.0,3.8,0.10088231967120395,0.18786731291566006,0.13570632037123637,0.09431699485473326
7,3,0,1000-1059,3,2,11,150,JetBlue Airways,10124,25142,237,1065782,3190369,0.0001600389254787507,0.00012686617611396965,11,Salt Lake City International,40.784,-111.967,Long Beach Daugherty Field,0.0,0.0,0.0,95.0,6.71,0.28827758674585807,0.14814814814814814,0.2030270924776752,0.14307556127786272
6,7,1,1700-1759,2,5,4,149,Delta Air Lines Inc.,1287,87183,198,90547,12460183,0.0001441658849878598,0.0001486602009422039,29,Adams Field,34.729,-92.234,Atlanta Municipal,2.55,0.0,0.0,87.0,8.05,0.20073005268776473,0.25182740904724116,0.2707091566151969,0.34501642935377874
4,6,0,1800-1859,5,5,52,76,"Midwest Airline, Inc.",14524,26476,1312,1690031,1529740,1.25293581928874e-06,0.00012382274422796983,3,Houston Intercontinental,29.983,-95.34,Brownsville South Padre Island International,0.01,0.0,0.0,79.0,5.37,0.17013046992264172,0.18786731291566006,0.1771240234375,0.26130947027610396
8,4,0,1800-1859,4,5,84,160,American Airlines Inc.,29971,80820,5712,3103410,11744595,9.82082928995461e-05,0.00017728721959309724,18,Chicago O'Hare International,41.978,-87.906,Minneapolis-St Paul International,0.0,0.0,0.0,84.0,12.75,0.22821516863056462,0.16308158817397897,0.2420213543952026,0.30838624917889207
1,2,1,1100-1159,5,3,5,143,Southwest Airlines Co.,3215,107363,1342,401950,13382999,6.178236301460919e-05,9.889412309998219e-05,12,San Antonio International,29.533,-98.469,Nashville International,0.0,0.0,0.0,50.0,2.91,0.1724374357216318,0.18086873961547592,0.15948943442579175,0.16662922862662294
3,6,0,0800-0859,5,2,55,158,Delta Air Lines Inc.,13492,84142,5279,1486066,12460183,0.0001441658849878598,0.0001486602009422039,22,Detroit Metro Wayne County,42.217,-83.344,Raleigh-Durham International,0.0,0.0,0.0,50.0,6.71,0.12407527113409467,0.155100912358308,0.19045586952891627,0.10836054370111625
5,5,0,1700-1759,2,7,4,143,Southwest Airlines Co.,2424,113709,1611,259669,13382999,6.178236301460919e-05,9.889412309998219e-05,20,Hollywood-Burbank Midpoint,34.2,-118.358,McCarran International,0.0,0.0,0.0,70.0,11.86,0.24861999587288486,0.23419922274493762,0.20697729916773558,0.2798911956478259
5,3,0,1500-1559,3,4,27,143,Southwest Airlines Co.,11737,113709,1341,955406,13382999,6.178236301460919e-05,9.889412309998219e-05,8,Ronald Reagan Washington National,38.852,-77.037,Orlando International,0.0,0.0,0.0,67.0,7.61,0.24861999587288486,0.24018144920615972,0.1807751986583703,0.24211380031587484
3,4,0,1600-1659,3,5,75,50,Endeavor Air Inc.,33799,22191,3137,4365661,1212846,0.0,9.351277617445623e-05,14,Atlanta Municipal,33.641,-84.427,Albert J Ellis,0.01,0.0,0.0,76.0,12.3,0.15557123814004548,0.18786731291566006,0.17945184504670036,0.21635943656868517
12,2,0,1700-1759,3,3,13,191,Delta Air Lines Inc.,13493,81498,2496,1208249,12460183,0.0001441658849878598,0.0001486602009422039,0,LaGuardia,40.779,-73.876,Orlando International,0.0,0.0,0.0,48.0,8.5,0.15739002392784834,0.2364336818932306,0.1997842391862735,0.2622231253810201
10,4,0,1700-1759,11,3,21,169,United Air Lines Inc.,14324,54923,4806,1908862,8501631,0.00025380424062159367,0.00022898547349326266,25,San Francisco International,37.619,-122.375,Stapleton International,0.0,0.0,0.0,89.0,5.82,0.1563762728301277,0.2170101113528734,0.19261931791673795,0.21093117408906883
3,7,0,1900-1959,2,5,22,143,Southwest Airlines Co.,6835,114119,6398,819756,13382999,6.178236301460919e-05,9.889412309998219e-05,15,Chicago Midway International,41.785,-87.752,Raleigh-Durham International,0.0,0.0,0.0,38.0,19.69,0.2043892222493479,0.155100912358308,0.19147336426171813,0.24370177558798922
10,2,1,1600-1659,4,3,29,234,Delta Air Lines Inc.,11393,86312,1493,1823051,12460183,0.0001441658849878598,0.0001486602009422039,16,Orlando International,28.432,-81.325,Detroit Metro Wayne County,0.0,0.0,0.0,92.0,5.82,0.11841485333379867,0.11916624300965938,0.1350905059210216,0.21782399143163156
1,1,0,1400-1459,3,4,45,76,"Midwest Airline, Inc.",18811,24623,1137,2006675,1529740,1.25293581928874e-06,0.00012382274422796983,5,Douglas Municipal,35.219,-80.936,Detroit Metro Wayne County,0.0,0.0,0.0,37.0,5.82,0.1965838703622599,0.1883327331652863,0.1769969124782088,0.21071528490161334
10,1,0,2000-2059,5,6,52,110,Delta Air Lines Inc.,13751,86312,6034,1581456,12460183,0.0001441658849878598,0.0001486602009422039,18,Minneapolis-St Paul International,44.886,-93.218,Lambert-St. Louis International,1.85,0.0,0.0,81.0,8.05,0.11841485333379867,0.1749587361471351,0.16357066230026537,0.21795934285575
9,5,0,0900-0959,2,2,33,143,Southwest Airlines Co.,13783,107436,5911,1903352,13382999,6.178236301460919e-05,9.889412309998219e-05,12,McCarran International,36.08,-115.152,Indianapolis Muni/Weir Cook,0.0,0.0,0.0,83.0,6.71,0.12482946793997271,0.10373760488176964,0.16524705156864256,0.10255390597384234
10,7,0,1200-1259,3,2,3,76,Endeavor Air Inc.,1533,21403,65,121022,1212846,0.0,9.351277617445623e-05,5,Savannah/Hilton Head International,32.127,-81.202,John F. Kennedy International,0.03,0.0,0.0,86.0,6.71,0.15251989389920426,0.12725546058879392,0.1653708598973721,0.16448152562574495
4,7,1,1700-1759,4,4,11,146,Alaska Airlines Inc.,4701,21136,1461,800302,2884187,3.233146156611231e-05,0.00017460144972655646,7,Portland International,45.589,-122.595,McCarran International,0.47,0.0,0.0,57.0,7.83,0.13232624010458277,0.2037435456110155,0.20372403138594136,0.24453475935828878
4,2,0,1600-1659,2,3,53,76,American Eagle Airlines Inc.,22914,25138,4447,2907365,1204766,0.00034840766560500434,0.00010686715174900371,3,Dallas Fort Worth Regional,32.894,-97.03,Adams Field,0.0,0.0,0.0,75.0,18.12,0.14814814814814814,0.15903307888040713,0.1386030459424374,0.24457780087889242
11,1,0,1800-1859,2,2,15,143,Southwest Airlines Co.,8800,108130,5999,1093478,13382999,6.178236301460919e-05,9.889412309998219e-05,12,Friendship International,39.176,-76.671,Theodore Francis Green State,0.0,0.0,0.0,69.0,3.36,0.1730562327209337,0.14948932219127206,0.15229332867485781,0.19261614388079534
10,7,0,1600-1659,9,4,25,187,American Airlines Inc.,14630,80161,4713,1827202,11744595,9.82082928995461e-05,0.00017728721959309724,4,Phoenix Sky Harbor International,33.436,-112.009,Orlando International,0.0,0.0,0.0,93.0,4.7,0.17208213717566603,0.1633644859813084,0.1653708598973721,0.21782399143163156
6,4,0,0800-0859,2,2,9,143,Southwest Airlines Co.,2663,112879,1770,259669,13382999,6.178236301460919e-05,9.889412309998219e-05,18,Hollywood-Burbank Midpoint,34.2,-118.358,McCarran International,0.36,0.0,0.0,70.0,6.04,0.2597746164719308,0.22877408426847343,0.2514772268506625,0.1316486879922362
7,6,0,2200-2259,7,4,16,187,American Airlines Inc.,29376,79247,5561,3103410,11744595,9.82082928995461e-05,0.00017728721959309724,7,Chicago O'Hare International,41.978,-87.906,Phoenix Sky Harbor International,0.0,0.0,0.0,89.0,13.65,0.2377091471954006,0.201305876443998,0.20331257623419144,0.3150193869339381
11,2,0,1500-1559,8,4,6,175,Southwest Airlines Co.,4230,108130,3348,529046,13382999,6.178236301460919e-05,9.889412309998219e-05,2,Metropolitan Oakland International,37.721,-122.221,Indianapolis Muni/Weir Cook,0.0,0.0,0.0,74.0,3.13,0.1730562327209337,0.13629893238434163,0.15312997191176758,0.16907735154074208
6,4,0,0800-0859,4,2,6,143,Southwest Airlines Co.,2562,112879,942,279230,13382999,6.178236301460919e-05,9.889412309998219e-05,11,General Mitchell Field,42.95,-87.897,Orlando International,0.32,0.0,0.0,83.0,6.71,0.2597746164719308,0.2908958130477118,0.2514772268506625,0.1316486879922362
9,6,0,2000-2059,2,5,36,157,Delta Air Lines Inc.,9468,81338,3959,1065782,12460183,0.0001441658849878598,0.0001486602009422039,27,Salt Lake City International,40.784,-111.967,Sacramento International,0.0,0.0,0.0,90.0,8.05,0.1018050809686525,0.09797622871827819,0.1044504333891762,0.1960197978964735
2,7,1,0900-0959,2,2,59,90,Comair Inc.,17206,20452,6612,2006675,1245396,0.0,8.999810569042966e-05,3,Douglas Municipal,35.219,-80.936,Cincinnati/Northern Kentucky International,0.41,0.0,0.0,43.0,6.93,0.21358159912376778,0.19931711481007255,0.19104526288815896,0.16168924466338258
8,4,0,1800-1859,3,7,5,69,Endeavor Air Inc.,1190,22671,212,74283,1212846,0.0,9.351277617445623e-05,16,Northwest Arkansas Regional,36.282,-94.307,Atlanta Municipal,0.0,0.0,0.0,90.0,4.7,0.18781965536234166,0.18240273482012045,0.2420213543952026,0.30838624917889207
2,1,1,1800-1859,4,3,11,146,Alaska Airlines Inc.,4166,18154,1366,800302,2884187,3.233146156611231e-05,0.00017460144972655646,6,Portland International,45.589,-122.595,Austin - Bergstrom International,0.04,0.6,0.0,38.0,8.5,0.233099209833187,0.18144909431605247,0.22953878406708594,0.2950484673827613
11,5,0,0700-0759,4,1,23,186,Frontier Airlines Inc.,3780,12129,256,364314,1857122,0.00011572564827677376,7.134694872433899e-06,2,Cincinnati/Northern Kentucky International,39.048,-84.669,NONE,0.0,0.0,0.0,45.0,2.68,0.21868530020703933,0.18786731291566006,0.15372196735985677,0.07653538186400033
3,4,0,1800-1859,3,4,43,187,American Airlines Inc.,19559,78308,8225,2006675,11744595,9.82082928995461e-05,0.00017728721959309724,7,Douglas Municipal,35.219,-80.936,Stapleton International,0.05,0.0,0.0,62.0,7.16,0.1907914478619655,0.20579360289680146,0.17945184504670036,0.24054716737643567
4,4,0,1300-1359,1,1,73,110,Delta Air Lines Inc.,32678,81803,20473,4365661,12460183,0.0001441658849878598,0.0001486602009422039,18,Atlanta Municipal,33.641,-84.427,NONE,0.01,0.0,0.0,82.0,9.84,0.13955758569244653,0.18786731291566006,0.171316644372253,0.19750294927251277
9,4,1,2000-2059,2,2,40,76,Mesa Airlines Inc.,13480,18551,1407,1827202,1191889,0.0,9.131157116170832e-05,13,Phoenix Sky Harbor International,33.436,-112.009,Metropolitan Oakland International,0.0,0.0,0.0,102.0,4.47,0.1594437565482427,0.14168310322156477,0.16732145635599813,0.1960197978964735
2,3,1,2300-2359,11,1,4,294,Hawaiian Airlines Inc.,3491,6020,2470,719055,905990,0.00012049421761126928,0.00019784966571132842,8,Honolulu International,21.319,-157.922,NONE,0.09,0.0,0.0,61.0,10.29,0.1479625918503674,0.18786731291566006,0.23188882312969905,0.2177579365079365
3,3,0,0001-0559,2,1,7,143,Southwest Airlines Co.,5102,114119,1795,564680,13382999,6.178236301460919e-05,9.889412309998219e-05,14,Louis Armstrong New Orleans International,29.991,-90.251,NONE,0.0,0.0,0.0,57.0,7.16,0.2043892222493479,0.18786731291566006,0.15126881465218853,0.06494392979034617
1,5,0,0800-0859,2,2,27,79,Mesa Airlines Inc.,14576,17869,1670,1827202,1191889,0.0,9.131157116170832e-05,16,Phoenix Sky Harbor International,33.436,-112.009,La Plata County,0.0,0.0,0.0,70.0,6.04,0.16515121565526783,0.18786731291566006,0.17172256567191768,0.10579153667706584
4,2,1,1700-1759,2,2,9,143,Southwest Airlines Co.,4722,110752,4281,589072,13382999,6.178236301460919e-05,9.889412309998219e-05,15,William P Hobby,29.645,-95.279,Stapleton International,0.0,0.0,0.0,90.0,5.14,0.2157258332116643,0.17808323207776428,0.1386030459424374,0.24453475935828878
8,4,0,1400-1459,4,3,34,150,American Airlines Inc.,15106,80820,608,1581456,11744595,9.82082928995461e-05,0.00017728721959309724,20,Minneapolis-St Paul International,44.886,-93.218,Douglas Municipal,0.0,0.0,0.0,92.0,3.8,0.22821516863056462,0.24236106118340642,0.2420213543952026,0.2318185767660092
2,2,1,1300-1359,3,3,6,50,SkyWest Airlines Inc.,1634,56790,364,178477,3472966,3.419267401443636e-05,9.900278805864171e-05,18,Will Rogers World,35.392,-97.602,Chicago O'Hare International,0.0,0.0,0.0,41.0,8.95,0.23924894003634162,0.27615036459642944,0.20574501515922722,0.2464869187707072
6,2,0,1300-1359,11,2,25,170,United Air Lines Inc.,14595,53737,5054,1908862,8501631,0.00025380424062159367,0.00022898547349326266,30,San Francisco International,37.619,-122.375,Logan International,0.0,0.0,0.0,79.0,11.41,0.2654725819785065,0.2435042538514601,0.23238814664486912,0.23215316528766597
11,5,0,0600-0659,2,1,31,172,American Airlines Inc.,7286,77179,709,1023434,11744595,9.82082928995461e-05,0.00017728721959309724,10,San Diego International Lindbergh Fl,32.733,-117.187,NONE,0.0,0.0,0.0,71.0,5.14,0.14230237360056072,0.18786731291566006,0.15372196735985677,0.05999676349219193
6,7,0,1300-1359,5,3,27,76,Endeavor Air Inc.,14197,21319,965,1581456,1212846,0.0,9.351277617445623e-05,5,Minneapolis-St Paul International,44.886,-93.218,Dallas Fort Worth Regional,0.0,0.0,0.0,94.0,5.14,0.2544042748601486,0.3029034059184813,0.2707091566151969,0.23215316528766597
12,5,0,0600-0659,4,1,28,172,American Airlines Inc.,11092,79228,2189,955406,11744595,9.82082928995461e-05,0.00017728721959309724,10,Ronald Reagan Washington National,38.852,-77.037,NONE,0.0,0.0,0.0,40.0,4.25,0.17834477639636295,0.18786731291566006,0.19076899719122448,0.08193870057588992
3,3,0,0001-0559,5,1,5,50,American Eagle Airlines Inc.,4223,26361,476,404265,1204766,0.00034840766560500434,0.00010686715174900371,15,Cleveland-Hopkins International,41.411,-81.849,NONE,0.04,1.2,1.2,22.0,12.08,0.1448873729837277,0.18786731291566006,0.15126881465218853,0.06494392979034617
10,4,0,1300-1359,3,2,8,175,Southwest Airlines Co.,4605,115051,2566,525035,13382999,6.178236301460919e-05,9.889412309998219e-05,1,Sacramento International,38.696,-121.59,Friendship International,0.0,0.0,0.0,78.0,6.71,0.17932290605257795,0.17786370227162882,0.19261931791673795,0.1721104930347549
7,4,0,0600-0659,8,1,45,160,American Airlines Inc.,29376,79247,5561,3103410,11744595,9.82082928995461e-05,0.00017728721959309724,3,Chicago O'Hare International,41.978,-87.906,NONE,0.0,0.0,0.0,82.0,8.05,0.2377091471954006,0.18786731291566006,0.22800718132854578,0.07291591090473772
7,4,0,1400-1459,2,5,3,143,Southwest Airlines Co.,1403,117728,484,146009,13382999,6.178236301460919e-05,9.889412309998219e-05,19,Long Beach Daugherty Field,33.818,-118.151,McCarran International,0.0,0.0,0.0,74.0,8.72,0.21594507669470558,0.20357578220235675,0.22800718132854578,0.2315238718116416
12,2,0,1100-1159,8,1,34,291,American Airlines Inc.,15328,79228,5225,1827202,11744595,9.82082928995461e-05,0.00017728721959309724,19,Phoenix Sky Harbor International,33.436,-112.009,NONE,0.0,0.0,0.0,62.0,8.95,0.17834477639636295,0.18786731291566006,0.1997842391862735,0.19388839304687833
8,5,0,1900-1959,2,6,7,143,Southwest Airlines Co.,2579,114987,967,279230,13382999,6.178236301460919e-05,9.889412309998219e-05,15,General Mitchell Field,42.95,-87.897,Cleveland-Hopkins International,0.0,0.0,0.0,81.0,7.16,0.19254972966813122,0.2,0.21104137238055018,0.32235817575083425
6,7,0,2000-2059,1,7,70,143,Southwest Airlines Co.,13872,112879,511,1486066,13382999,6.178236301460919e-05,9.889412309998219e-05,12,Detroit Metro Wayne County,42.217,-83.344,Friendship International,0.04,0.0,0.0,77.0,7.38,0.2597746164719308,0.24454853820061379,0.2707091566151969,0.37173557580004674
7,4,0,2000-2059,5,6,3,178,Spirit Air Lines,1817,18428,85,404840,2688839,9.173723925704242e-06,0.00012465107307156237,4,Southwest Florida International,26.536,-81.755,Chicago O'Hare International,0.31,0.0,0.0,87.0,6.04,0.2382384009100512,0.2732357375614027,0.22800718132854578,0.33619836198361985
7,1,0,0700-0759,5,1,23,187,American Airlines Inc.,7705,79247,504,1391212,11744595,9.82082928995461e-05,0.00017728721959309724,6,Fort Lauderdale-Hollywood International,26.074,-80.152,NONE,0.0,0.0,0.0,91.0,6.04,0.2377091471954006,0.18786731291566006,0.2199389713578136,0.10123584696218456
8,1,0,1800-1859,3,6,10,143,Southwest Airlines Co.,5935,114987,1221,800302,13382999,6.178236301460919e-05,9.889412309998219e-05,12,Portland International,45.589,-122.595,Los Angeles International,0.0,0.0,0.0,88.0,6.71,0.19254972966813122,0.1861478147233919,0.181217245220313,0.30838624917889207
4,3,0,2100-2159,3,6,16,100,JetBlue Airways,12669,24966,4532,1472200,3190369,0.0001600389254787507,0.00012686617611396965,8,Logan International,42.364,-71.006,LaGuardia,0.01,0.0,0.0,47.0,13.65,0.26758400393144544,0.23449888188656232,0.12761567933981727,0.2638400874521746
1,2,0,1300-1359,1,4,65,129,Delta Air Lines Inc.,30842,73508,18809,4365661,12460183,0.0001441658849878598,0.0001486602009422039,11,Atlanta Municipal,33.641,-84.427,Newark Liberty International,0.0,0.0,0.0,46.0,10.74,0.13069101473334716,0.24930284439486894,0.15948943442579175,0.19522697795071337
6,4,1,1900-1959,3,3,4,150,JetBlue Airways,2081,24204,192,182555,3190369,0.0001600389254787507,0.00012686617611396965,18,Richmond International,37.505,-77.32,Orlando International,0.0,0.0,0.0,91.0,11.41,0.29450634879502463,0.2908958130477118,0.2514772268506625,0.3906000563433186
12,6,0,2200-2259,1,1,22,173,United Air Lines Inc.,5758,51152,2375,780326,8501631,0.00025380424062159367,0.00022898547349326266,5,Washington Dulles International,38.942,-77.458,NONE,0.0,0.0,0.0,44.0,6.26,0.19380849532037436,0.18786731291566006,0.20042836207868334,0.2792087542087542
12,6,0,1800-1859,4,3,23,100,JetBlue Airways,13019,25034,1795,1823051,3190369,0.0001600389254787507,0.00012686617611396965,9,Orlando International,28.432,-81.325,Ronald Reagan Washington National,0.0,0.0,0.0,79.0,6.04,0.305875,0.20817170933540213,0.20042836207868334,0.2800568364119723
4,2,0,1100-1159,9,2,25,180,Delta Air Lines Inc.,14827,81803,798,1827202,12460183,0.0001441658849878598,0.0001486602009422039,2,Phoenix Sky Harbor International,33.436,-112.009,John F. Kennedy International,0.0,0.0,0.0,88.0,8.28,0.13955758569244653,0.1928738478470216,0.1386030459424374,0.1665261195685944
6,7,0,0600-0659,2,1,11,187,American Airlines Inc.,19087,76419,7752,2006675,11744595,9.82082928995461e-05,0.00017728721959309724,18,Douglas Municipal,35.219,-80.936,NONE,0.03,0.0,0.0,94.0,4.03,0.28251513882012413,0.18786731291566006,0.2707091566151969,0.07917468220738562
9,7,0,1700-1759,6,5,62,143,Southwest Airlines Co.,21760,107436,5942,2743323,13382999,6.178236301460919e-05,9.889412309998219e-05,18,Stapleton International,39.774,-104.88,Lambert-St. Louis International,0.26,0.0,0.0,79.0,9.84,0.12482946793997271,0.1342437516104097,0.12687625287243925,0.18920765027322403
4,4,0,2000-2059,3,3,10,181,Alaska Airlines Inc.,10917,21136,5556,1960746,2884187,3.233146156611231e-05,0.00017460144972655646,4,Seattle International,47.447,-122.306,Friendship International,0.0,0.0,0.0,62.0,9.4,0.13232624010458277,0.20242710264621608,0.171316644372253,0.24885020523218437
12,1,1,1400-1459,3,3,14,143,Southwest Airlines Co.,4332,113248,1863,477995,13382999,6.178236301460919e-05,9.889412309998219e-05,18,Kansas City International,39.298,-94.714,Portland International,0.0,0.0,0.0,58.0,10.51,0.26403810805912964,0.1640169581346052,0.25164658017962693,0.23846050329699905
9,5,0,1600-1659,3,6,3,76,Endeavor Air Inc.,1320,20800,266,118923,1212846,0.0,9.351277617445623e-05,11,Des Moines Municipal,41.534,-93.657,Minneapolis-St Paul International,0.0,0.0,0.0,89.0,10.07,0.10894604659218844,0.11005143591941706,0.16524705156864256,0.1797024952015355
2,1,0,0800-0859,4,2,20,50,American Eagle Airlines Inc.,7168,21895,898,1413432,1204766,0.00034840766560500434,0.00010686715174900371,15,Miami International,25.792,-80.286,McGhee Tyson,0.0,0.0,0.0,77.0,4.7,0.24219854812859432,0.16570771001150747,0.22953878406708594,0.13273326015367728
1,3,0,1200-1259,3,3,15,175,Southwest Airlines Co.,10728,107363,664,1472200,13382999,6.178236301460919e-05,9.889412309998219e-05,3,Logan International,42.364,-71.006,Friendship International,0.0,0.0,0.0,41.0,11.63,0.1724374357216318,0.17104247104247106,0.18060695780903036,0.18110307825217115
3,5,0,1000-1059,9,2,33,154,United Air Lines Inc.,13989,53007,4569,1908862,8501631,0.00025380424062159367,0.00022898547349326266,20,San Francisco International,37.619,-122.375,Friendship International,0.0,0.0,0.0,67.0,6.49,0.18402961396086726,0.17354805550796643,0.20171141658757616,0.1560448049439938
